,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,obs
64,2020-06-09,31.38488421745945,0.48573868895315053,67.39014298194635,23.808759915953537,39.123180835911846,2.5558595643179602,-5.905944687256416,10.43903029403268,2.5558595643179602,-5.905944687256416,10.43903029403268,0.0,0.0,0.0,33.940743781777414,23.0
65,2020-06-10,30.734851359449266,5.532851913216995,70.60052763680957,22.792844444309953,38.598971783199545,6.978257659927473,-2.4829622270342764,15.342380885499306,6.978257659927473,-2.4829622270342764,15.342380885499306,0.0,0.0,0.0,37.71310901937674,21.0
66,2020-06-11,30.084818501439074,6.3723823671635555,73.70397345892913,21.874490377068067,38.21048612480952,8.872814294901495,-1.3782401332812249,18.998945277360104,8.872814294901495,-1.3782401332812249,18.998945277360104,0.0,0.0,0.0,38.95763279634057,22.0
67,2020-06-12,29.43478564342889,0.15032804860464205,70.92660005392963,20.918729348564643,38.13448341857691,4.976326640127899,-3.956287924422053,13.483295565019302,4.976326640127899,-3.956287924422053,13.483295565019302,0.0,0.0,0.0,34.41111228355679,24.0
68,2020-06-13,28.784752785418704,-2.769344751888957,65.20375496416827,19.795479405446503,38.07063141633865,1.449689860708483,-8.310343297005447,11.454436496835791,1.449689860708483,-8.310343297005447,11.454436496835791,0.0,0.0,0.0,30.234442646127185,11.0
69,2020-06-14,28.13471992740852,-14.104722345110373,53.50516843588884,18.75321210003408,38.00577112328854,-8.908315709107367,-17.736377732796935,-0.045514953845848104,-8.908315709107367,-17.736377732796935,-0.045514953845848104,0.0,0.0,0.0,19.226404218301152,27.0
70,2020-06-15,27.48468706939833,-21.59457444060841,46.77559137577168,17.529837037252392,37.76060184372251,-15.92463231088559,-25.035983913210195,-7.291350956126344,-15.92463231088559,-25.035983913210195,-7.291350956126344,0.0,0.0,0.0,11.56005475851274,
71,2020-06-16,26.83465421138815,-2.3843977168399353,62.718007670118176,16.309822485004872,37.331158481276766,2.5558595643285305,-5.905944687237387,10.439030294028715,2.5558595643285305,-5.905944687237387,10.439030294028715,0.0,0.0,0.0,29.390513775716677,
72,2020-06-17,26.184621353377963,-1.5375321499615369,65.8798060713375,15.461597327565334,37.23972055531539,6.978257659923323,-2.4829622270052485,15.342380885488174,6.978257659923323,-2.4829622270052485,15.342380885488174,0.0,0.0,0.0,33.162879013301286,
73,2020-06-18,25.534588495367775,-1.4398219723847496,69.33204037293386,14.244388825888704,37.209164796039566,8.87281429489571,-1.3782401332991632,18.998945277353272,8.87281429489571,-1.3782401332991632,18.998945277353272,0.0,0.0,0.0,34.40740279026348,
74,2020-06-19,24.88455563735759,-2.661927600217194,65.53453727151411,13.065673792982942,36.95362780829912,4.976326640131865,-3.9562879244101303,13.483295565022027,4.976326640131865,-3.9562879244101303,13.483295565022027,0.0,0.0,0.0,29.860882277489456,
75,2020-06-20,24.234522779347405,-10.338870874722735,59.6522945100124,12.02735525012635,36.62253336721074,1.449689860734475,-8.310343296959063,11.45443649684997,1.449689860734475,-8.310343296959063,11.45443649684997,0.0,0.0,0.0,25.68421264008188,
76,2020-06-21,23.58448992133722,-20.037216448390406,51.09492446499514,10.994265375800893,36.45925377737297,-8.908315709096847,-17.736377732810197,-0.045514953860397264,-8.908315709096847,-17.736377732810197,-0.045514953860397264,0.0,0.0,0.0,14.676174212240372,
77,2020-06-22,22.934457063327034,-29.965517909913753,44.11293478835233,9.961175501475447,36.159491149738095,-15.924632310873251,-25.03598391321608,-7.291350956099427,-15.924632310873251,-25.03598391321608,-7.291350956099427,0.0,0.0,0.0,7.009824752453783,
78,2020-06-23,22.28442420531685,-9.775512123451893,58.91297925715093,8.667534369921196,35.96441378927956,2.555859564341289,-5.905944687233906,10.439030294058199,2.555859564341289,-5.905944687233906,10.439030294058199,0.0,0.0,0.0,24.84028376965814,
79,2020-06-24,21.634391347306664,-7.584265014593257,64.07290574819058,7.842905703276303,35.76394208283472,6.978257659919171,-2.482962226976221,15.342380885477047,6.978257659919171,-2.482962226976221,15.342380885477047,0.0,0.0,0.0,28.612649007225833,
80,2020-06-25,20.98435848929647,-6.264169498188542,64.75046090885142,6.66097047386927,35.85117628700607,8.872814294903971,-1.3782401332571084,18.99894527736902,8.872814294903971,-1.3782401332571084,18.99894527736902,0.0,0.0,0.0,29.85717278420044,
81,2020-06-26,20.334325631286283,-8.928351713848835,60.098393613606795,5.508177403536909,35.75327879464021,4.976326640135828,-3.9562879243982083,13.483295565024749,4.976326640135828,-3.9562879243982083,13.483295565024749,0.0,0.0,0.0,25.31065227142211,
82,2020-06-27,19.68429277327611,-12.708241670467812,56.366694160098874,4.3214933009496885,35.70153482028022,1.4496898607234745,-8.310343296971473,11.454436496836928,1.4496898607234745,-8.310343296971473,11.454436496836928,0.0,0.0,0.0,21.133982633999583,
83,2020-06-28,19.034259915265913,-27.12311495955801,51.35007389682755,3.0631263227467596,35.31267009833422,-8.90831570911748,-17.73637773281521,-0.045514953881416166,-8.90831570911748,-17.73637773281521,-0.045514953881416166,0.0,0.0,0.0,10.125944206148434,
84,2020-06-29,18.38422705725573,-35.60132029703958,38.990515858689854,1.6563992961858698,34.8889072730926,-15.924632310870168,-25.035983913205197,-7.291350956101066,-15.924632310870168,-25.035983913205197,-7.291350956101066,0.0,0.0,0.0,2.4595947463855605,
